dt_captura,no_emissor,link,no_tipo_rating,de_rating_br,dt_acao_rating,de_acao_rating,de_outlook,de_classe,de_escala
2026-09-25,Plata I Fundo de Investimento em Direitos Creditórios Multissegmentos,https://www.liberumratings.com.br/detalhes-ativo/27757,FIDC,CP2,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,Plata I Fundo de Investimento em Direitos Creditórios Multissegmentos,https://www.liberumratings.com.br/detalhes-ativo/27757,FIDC,A,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,AGROFORTE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/27760,FIDC,B,,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,AGROFORTE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/27760,FIDC,BB,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,Fundo de Investimentos em Direitos Creditórios Premium Solis,https://www.liberumratings.com.br/detalhes-ativo/27755,FIDC,BBB-,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,Fundo de Investimentos em Direitos Creditórios Premium Solis,https://www.liberumratings.com.br/detalhes-ativo/27755,FIDC,CP3,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,RDF Fundo de Investimento em Direitos Creditórios,https://www.liberumratings.com.br/detalhes-ativo/27763,FIDC,CP2,,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,RDF Fundo de Investimento em Direitos Creditórios,https://www.liberumratings.com.br/detalhes-ativo/27763,FIDC,B,,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,RDF Fundo de Investimento em Direitos Creditórios,https://www.liberumratings.com.br/detalhes-ativo/27763,FIDC,BBB+,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,RDF Fundo de Investimento em Direitos Creditórios,https://www.liberumratings.com.br/detalhes-ativo/27763,FIDC,AA-,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,RDF Fundo de Investimento em Direitos Creditórios,https://www.liberumratings.com.br/detalhes-ativo/27763,FIDC,CP1,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP,https://www.liberumratings.com.br/detalhes-ativo/27751,FIDC,A-,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP,https://www.liberumratings.com.br/detalhes-ativo/27751,FIDC,BB+,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP,https://www.liberumratings.com.br/detalhes-ativo/27751,FIDC,A-,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP,https://www.liberumratings.com.br/detalhes-ativo/27751,FIDC,B,,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,U.NIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27756,FIDC,BB+,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,U.NIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27756,FIDC,B+,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,U.NIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27756,FIDC,CCC,,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,U.NIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27756,FIDC,CP4,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,U.NIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27756,FIDC,CP5,,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,ELLEVE NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/27709,FIDC,CP5,,Confirmação,Negativa,Senior,Curto prazo
2026-09-25,ELLEVE NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/27709,FIDC,CP5,,Confirmação,Negativa,Subordinada,Curto prazo
2026-09-25,ELLEVE NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/27709,FIDC,C,,Rebaixamento,Negativa,Senior,Longo prazo
2026-09-25,ELLEVE NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/27709,FIDC,C,,Confirmação,Negativa,Subordinada,Longo prazo
2026-09-25,Fundo de Investimento em Direitos Creditórios Multissetorial DB 18,https://www.liberumratings.com.br/detalhes-ativo/27759,FIDC,B,,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,https://www.liberumratings.com.br/detalhes-ativo/27733,FIDC,CP3,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,https://www.liberumratings.com.br/detalhes-ativo/27733,FIDC,BBB-,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,LARCA CONSIGNADO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27726,FIDC,AA-,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,LARCA CONSIGNADO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27726,FIDC,CP1,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,LARCA CONSIGNADO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27726,FIDC,AA-,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,LARCA CONSIGNADO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27726,FIDC,CP1,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,LARCA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27725,FIDC,CP1,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,LARCA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27725,FIDC,AA-,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,LARCA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27725,FIDC,BB-,,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,SG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27752,FIDC,CCC,,Encerramento,Estável,Subordinada,Longo prazo
2026-09-25,RIDOLFINVEST 2  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27753,FIDC,A-,,Atribuição,Estável,Senior,Longo prazo
2026-09-25,BRZ CONSIGNADOS V FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27750,FIDC,CP3,,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,BRZ CONSIGNADOS V FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27750,FIDC,BBB-,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,BRZ CONSIGNADOS V FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27750,FIDC,CP2,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,BRZ CONSIGNADOS V FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27750,FIDC,A-,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,WFR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27629,FIDC,CCC,,Rebaixamento,Negativa,Mezanino,Longo prazo
2026-09-25,KOBOLD MFS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/27610,FIDC,CP4,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,KOBOLD MFS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/27610,FIDC,BB,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,KOBOLD MFS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/27610,FIDC,CCC,,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO Q1,https://www.liberumratings.com.br/detalhes-ativo/27740,FIDC,BBB+,,Confirmação,Negativa,Senior,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO Q1,https://www.liberumratings.com.br/detalhes-ativo/27740,FIDC,CP3,,Confirmação,Negativa,Senior,Curto prazo
2026-09-25,Fundo de Investimento em Direitos Creditórios Não Padronizados Sifra Performance,https://www.liberumratings.com.br/detalhes-ativo/27744,FIDC,CP2,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,Fundo de Investimento em Direitos Creditórios Não Padronizados Sifra Performance,https://www.liberumratings.com.br/detalhes-ativo/27744,FIDC,A,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,Fundo de Investimento em Direitos Creditórios Não Padronizados Sifra Performance,https://www.liberumratings.com.br/detalhes-ativo/27744,FIDC,A,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,Fundo de Investimento em Direitos Creditórios Não Padronizados Sifra Performance,https://www.liberumratings.com.br/detalhes-ativo/27744,FIDC,BBB,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,RIDOLFINVEST 2  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27747,FIDC,A-,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,A,,Confirmação,Negativa,Senior,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,BB+,,Confirmação,Negativa,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CP5,,Confirmação,Negativa,Mezanino,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,B+,,Confirmação,Negativa,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,BBB-,,Encerramento,Negativa,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CP3,,Confirmação,Negativa,Mezanino,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CP2,,Encerramento,Negativa,Senior,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,B+,,Confirmação,Negativa,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CP3,,Confirmação,Negativa,Mezanino,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CP2,,Confirmação,Negativa,Senior,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CCC,,Confirmação,Negativa,Subordinada,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,A,,Encerramento,Negativa,Senior,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CP5,,Confirmação,Negativa,Mezanino,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CP5,,Confirmação,Negativa,Mezanino,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CP2,,Confirmação,Negativa,Senior,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,BBB-,,Confirmação,Negativa,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CP5,,Confirmação,Negativa,Mezanino,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,BBB-,,Confirmação,Negativa,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CCC,,Confirmação,Negativa,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,B+,,Confirmação,Negativa,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CP2,,Atribuição,Negativa,Senior,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CP5,,Confirmação,Negativa,Mezanino,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,A,,Confirmação,Negativa,Senior,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CP3,,Encerramento,Negativa,Mezanino,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,A,,Confirmação,Negativa,Senior,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CP3,,Atribuição,Negativa,Mezanino,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,BBB-,,Confirmação,Negativa,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,A,,Confirmação,Negativa,Senior,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CP3,,Atribuição,Negativa,Mezanino,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,B+,,Confirmação,Negativa,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,BBB-,,Confirmação,Negativa,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,A,,Confirmação,Negativa,Senior,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CP2,,Atribuição,Negativa,Senior,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CP4,,Confirmação,Negativa,Mezanino,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,A,,Confirmação,Negativa,Senior,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27723,FIDC,CP2,,Confirmação,Negativa,Senior,Curto prazo
2026-09-25,GVN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27734,FIDC,BBB+,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,GVN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27734,FIDC,BBB+,,Encerramento,Estável,Mezanino,Longo prazo
2026-09-25,GVN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27734,FIDC,CP1,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,GVN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27734,FIDC,CP1,,Encerramento,Estável,Senior,Curto prazo
2026-09-25,GVN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27734,FIDC,CP3,,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,GVN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27734,FIDC,AA,,Encerramento,Estável,Senior,Longo prazo
2026-09-25,GVN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27734,FIDC,AA,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,GVN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27734,FIDC,AA,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,GVN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27734,FIDC,CP3,,Encerramento,Estável,Mezanino,Curto prazo
2026-09-25,GVN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27734,FIDC,AA,,Encerramento,Estável,Senior,Longo prazo
2026-09-25,GVN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27734,FIDC,BBB+,,Encerramento,Estável,Mezanino,Longo prazo
2026-09-25,GVN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27734,FIDC,BBB+,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,DIP FINANCING 11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/27738,FIDC,CP5,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,DIP FINANCING 11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS,https://www.liberumratings.com.br/detalhes-ativo/27738,FIDC,B,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS LESTE FICTOR CONSIGNADO RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27741,FIDC,CP3,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS LESTE FICTOR CONSIGNADO RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27741,FIDC,CP3,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS LESTE FICTOR CONSIGNADO RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27741,FIDC,CP3,,Encerramento,Estável,Senior,Curto prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS LESTE FICTOR CONSIGNADO RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27741,FIDC,BBB-,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS LESTE FICTOR CONSIGNADO RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27741,FIDC,BBB-,,Encerramento,Estável,Senior,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS LESTE FICTOR CONSIGNADO RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27741,FIDC,BBB-,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,GRIF CRÉDITO PULVERIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27739,FIDC,B,,Confirmação,Estável,Única,Longo prazo
2026-09-25,INVISTA ATIVOS ALTERNATIVOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/27659,FIDC,CC,,Confirmação,Estável,Única,Longo prazo
2026-09-25,CHIMERA NPL & SPECIAL OPPORTUNITIES II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27742,FIDC,CCC,,Encerramento,Estável,Única,Longo prazo
2026-09-25,CITY 02 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE ILIMITADA,https://www.liberumratings.com.br/detalhes-ativo/27717,FIDC,CCC,,Confirmação,Estável,Única,Longo prazo
2026-09-25,CITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,https://www.liberumratings.com.br/detalhes-ativo/27735,FIDC,CCC,,Confirmação,Estável,Única,Longo prazo
2026-09-25,CITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,https://www.liberumratings.com.br/detalhes-ativo/27735,FIDC,CP5,,Confirmação,Estável,Única,Curto prazo
2026-09-25,JGM LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27728,FIDC,CP3,,Rebaixamento,Estável,Senior,Curto prazo
2026-09-25,JGM LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27728,FIDC,BB+,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,JGM LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27728,FIDC,B,,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,JGM LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27728,FIDC,B,,Encerramento,Estável,Subordinada,Longo prazo
2026-09-25,JGM LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/27728,FIDC,CP4,,Confirmação,Estável,Mezanino,Curto prazo
